participant_id,age_group,gender,education,occupation,country_of_residence,nationality,race,native_tongue,languages_spoken,english_fluency,political_party,political_inclination,listening_habits,tech_savy,ai_experience,media_consumption,participant_date_of_entry,rating_id,audio_clip_id,speech_clarity,speech_persuasiveness,speech_pace_engagement,speaker_trustworthiness,speech_trustworthiness,speaker_competence,speech_speed_influence,pitch_sincerity_effect,loudness_attention_influence,realness_scale,realness_perception,influenced_by_tone,influenced_by_quality,influenced_by_content,confidence_level,policy_agreement,likelihood_to_vote,open_ended_response,group_no,share_likely_private,share_likely_public,report_misleading,downrank_agree,watermark_action,candidate_position_after,agreement_candidate_position,candidate_consistency,candidate_alignment,confidence_candidate_position,em_anger,em_fear,em_enthusiasm,em_pride,mip_topics,mip_topics_before,perceived_threat,identity_threat,salience_before,stance_before,salience_after,stance_after,rating_created_at,topic,speaker,group
1194,41-50,she/her/hers,Bachelor's degree,Healthcare & Medical,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Independent,5,"[""Nature Sounds"", ""White Noise"", ""Music""]",Comfortable,Beginner,Casual viewer,2025-11-12 14:58:07,2188,503,10,8,7,3,8,1,10,2,5,1,0,0,0,1,10,8,2,How Kamala Harris couldn't say such things,3,1,1,1,9,1,10,10,1,8,10,4,1,1,1,"Economy, Government / Poor leadership, Healthcare, Poverty / Homelessness","Government / Poor leadership, Healthcare, Poverty / Homelessness, Economy",5,5,3,3,4,10,2025-11-12 15:02:10,Gender,Harris,3
1195,41-50,he/him/his,Bachelor's degree,Finance & Accounting,US,"[""Albania""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,6,"[""Podcasts"", ""Symphonies"", ""Music""]",Very comfortable,Intermediate,Social media scroller,2025-11-12 15:01:27,2189,611,6,5,6,3,2,3,3,3,5,3,0,1,0,1,9,5,5,"I could tell right away by Trump's words, this is not him and I knew it was AI from the tone and context.",3,1,1,1,10,9,8,4,3,3,2,3,1,5,6,"Healthcare, Economy, Education, Immigration, Unifying the country","Healthcare, Economy, Education, Immigration, Unifying the country",8,5,7,7,7,7,2025-11-12 15:08:46,Immigration,Trump,3
1196,60<,he/him/his,Associate degree,Law & Legal Services,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Podcasts"", ""Music""]",Comfortable,Intermediate,News junkie,2025-11-12 15:06:14,2190,596,9,6,9,6,8,7,9,1,2,1,0,1,0,1,10,9,10,Nothing.,3,1,1,0,5,6,10,10,1,9,9,10,1,1,1,"Economy, Government / Poor leadership, Unifying the country","Economy, Government / Poor leadership, Unifying the country",10,1,10,9,10,10,2025-11-12 15:14:23,Economy,Trump,3
1199,51-60,he/him/his,High school or equivalent,Trades & Construction,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Music"", ""Nature Sounds""]",Comfortable,Beginner,News junkie,2025-11-12 16:16:40,16752,503,10,2,5,1,5,1,10,1,1,10,1,0,0,1,10,5,1,Nothing stood out or was interesting.,3,1,1,0,1,5,10,5,1,5,10,1,1,1,1,"Economy, Immigration, Elections / Democracy, Crime & Public safety, Poverty / Homelessness","Economy, Immigration, Elections / Democracy, Crime & Public safety, Poverty / Homelessness",5,1,1,1,10,10,2025-11-12 16:21:17,Gender,Harris,3
1200,18-30,he/him/his,Associate degree,Student,US,"[""Mexico""]","[""Hispanic or Latino""]","[""English""]",2,Proficient (C2),Democrats,1,"[""Music""]",Very comfortable,Intermediate,News junkie,2025-11-12 16:17:01,16758,617,8,4,6,1,1,1,8,7,1,1,0,1,0,0,10,3,1,Donald trumps voice seemed less synthetic to me in this audio clip but I have a hunch that its AI,3,1,1,1,10,10,10,1,8,7,7,1,1,1,1,"Economy, Government / Poor leadership","Government / Poor leadership, Economy",1,1,1,1,1,1,2025-11-12 16:23:23,NationalSecurity,Trump,3
1202,18-30,she/her/hers,High school or equivalent,Hospitality & Food Services,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,4,"[""Music""]",Comfortable,Beginner,Series binge-watcher,2025-11-12 16:17:07,16759,502,4,4,4,1,1,3,8,1,1,3,0,0,1,0,6,3,1,No maam,3,1,1,0,4,5,8,5,2,1,2,2,1,1,1,"Immigration, Economy, Poverty / Homelessness","Immigration, Healthcare, Economy",4,6,4,5,3,2,2025-11-12 16:23:50,Gender,Harris,3
1206,51-60,she/her/hers,Associate degree,Unemployed,US,"[""Poland""]","[""White""]","[""Polish""]",2,Proficient (C2),Republicans,3,"[""Music"", ""Nature Sounds"", ""White Noise""]",Very comfortable,Intermediate,Social media scroller,2025-11-12 16:18:52,16761,590,10,6,9,5,6,9,8,7,6,8,1,1,0,0,9,8,8,I just really think this candidate is as done so much more for us in the country than any other one has ever done,3,6,2,0,5,5,7,9,8,8,6,1,3,6,1,National Security,"National Security, Government / Poor leadership",8,1,10,5,6,7,2025-11-12 16:24:57,Climate,Trump,3
1210,41-50,she/her/hers,Bachelor's degree,Finance & Accounting,US,"[""United States of America""]","[""Black or African American""]","[""English""]",More than 5,Proficient (C2),Independent,7,"[""Music""]",Very comfortable,Expert,Casual viewer,2025-11-12 16:29:09,16770,509,7,7,7,8,6,6,6,6,7,6,1,0,1,0,6,7,7,nothing stood out to me. I have nothing additional to add about the situation. ,3,7,6,0,6,7,7,7,7,7,8,7,6,5,5,"Racism, Economy","Economy, Education",6,6,7,6,7,8,2025-11-12 16:37:03,NationalSecurity,Harris,3
1211,31-40,she/her/hers,Bachelor's degree,Hospitality & Food Services,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music"", ""Podcasts"", ""Symphonies""]",Very comfortable,Beginner,Social media scroller,2025-11-12 17:02:00,16771,624,10,10,6,3,10,6,8,1,1,1,0,1,0,0,10,10,10,,3,1,1,1,10,10,10,10,1,10,10,1,1,6,6,Healthcare,Healthcare,10,1,9,10,9,10,2025-11-12 17:05:21,Racism,Trump,3
1216,51-60,he/him/his,Associate degree,Trades & Construction,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,4,"[""Audiobooks"", ""Nature Sounds""]",Comfortable,Intermediate,News junkie,2025-11-12 17:03:33,16789,487,9,6,7,8,9,8,9,2,7,6,1,1,0,1,6,9,10,Nothing,3,8,8,0,4,4,9,9,10,9,9,2,2,7,7,"Economy, Climate, Government / Poor leadership, Elections / Democracy, Healthcare, Poverty / Homelessness","Climate, Government / Poor leadership, Elections / Democracy, Poverty / Homelessness, Healthcare, Economy",10,1,10,10,10,10,2025-11-12 17:16:01,Climate,Harris,3
1217,41-50,he/him/his,Associate degree,Information Technology (IT) & Software,US,"[""Poland""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,7,"[""Podcasts"", ""Audiobooks"", ""Music""]",Very comfortable,Intermediate,Podcast listener,2025-11-12 17:03:51,16787,596,6,6,6,5,5,6,5,7,6,3,0,1,1,0,9,7,8,another bad deep fake the audio quality was bad,3,7,2,0,8,6,8,9,8,8,7,8,8,4,2,"Immigration, Climate, Other, Poverty / Homelessness","Immigration, Climate, Poverty / Homelessness, Crime & Public safety, Other",8,8,7,7,8,8,2025-11-12 17:14:00,Economy,Trump,3
1219,41-50,she/her/hers,Master's degree,Finance & Accounting,US,"[""Romania""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Somewhat comfortable,Beginner,Bookworm,2025-11-12 17:04:05,16772,493,8,3,7,2,2,8,8,2,6,5,0,0,1,0,3,2,2,"not really, but I'm not sure if the audio clip is real",3,2,2,1,9,2,2,1,3,1,6,8,2,2,2,Climate,Climate,3,9,5,2,3,2,2025-11-12 17:07:30,Economy,Harris,3
1222,60<,she/her/hers,Doctorate,Science & Research,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Music""]",Very comfortable,Beginner,News junkie,2025-11-12 17:06:45,16779,504,8,5,6,7,8,8,8,2,2,8,1,0,0,1,4,8,8,,3,1,1,0,9,10,4,9,9,9,8,3,2,8,4,Government / Poor leadership,Government / Poor leadership,2,1,8,2,8,3,2025-11-12 17:10:11,Immigration,Harris,3
1223,31-40,he/him/his,High school or equivalent,Trades & Construction,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,6,"[""Music""]",Very comfortable,Advanced,News junkie,2025-11-12 17:09:36,16778,507,10,6,5,1,1,3,2,5,6,2,0,0,0,1,9,10,1,"I don't feel like that's her position, I assumed AI.",3,1,1,0,8,2,7,10,1,10,9,6,1,1,1,Economy,Economy,9,1,8,10,9,10,2025-11-12 17:09:37,Immigration,Harris,3
1224,60<,she/her/hers,Associate degree,Education & Training,US,"[""Italy"", ""Nicaragua""]","[""White"", ""Hispanic or Latino""]","[""English""]",3,Proficient (C2),Democrats,2,"[""Music""]",Comfortable,Beginner,News junkie,2025-11-12 17:09:59,16790,604,2,1,2,1,1,1,1,9,8,1,0,1,0,0,10,1,1,Not really.  This survey is poorly formatted and difficult to follow.,3,1,1,0,8,3,10,1,1,1,9,3,6,1,1,"Economy, Government / Poor leadership, Healthcare","Economy, Government / Poor leadership, Healthcare",2,9,2,6,1,2,2025-11-12 17:16:14,Gender,Trump,3
1225,51-60,she/her/hers,Bachelor's degree,Education & Training,US,"[""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Republicans,9,"[""Music"", ""Audiobooks""]",Comfortable,Advanced,Series binge-watcher,2025-11-12 17:10:30,16792,489,7,8,8,9,9,9,9,9,8,7,1,0,1,0,7,7,7,    ,3,8,8,0,8,6,7,7,7,7,7,4,4,5,4,"Climate, National Security","National Security, Healthcare, Immigration",5,7,9,9,6,6,2025-11-12 17:18:16,Climate,Harris,3
1228,31-40,she/her/hers,High school or equivalent,Information Technology (IT) & Software,US,"[""France"", ""Netherlands (Kingdom of the)""]","[""White""]","[""French""]",1,Proficient (C2),Democrats,2,"[""Music"", ""Symphonies""]",Comfortable,Beginner,Social media scroller,2025-11-12 17:13:17,16791,615,4,3,1,4,2,5,3,5,4,1,0,1,1,1,9,5,1,,3,1,1,1,10,1,3,4,1,3,3,10,7,1,1,Unifying the country,Government / Poor leadership,9,5,10,3,8,2,2025-11-12 17:17:05,NationalSecurity,Trump,3
1229,18-30,she/her/hers,High school or equivalent,Retail & Customer Service,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Music"", ""Podcasts"", ""Audiobooks""]",Comfortable,Intermediate,Casual viewer,2025-11-12 17:15:00,16793,592,8,1,1,1,1,1,7,1,1,1,0,1,0,0,10,1,1,,3,1,1,1,10,10,10,1,1,1,10,10,1,5,1,Economy,Economy,9,9,8,1,9,1,2025-11-12 17:18:20,Economy,Trump,3
1230,18-30,she/her/hers,High school or equivalent,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Comfortable,Intermediate,Casual viewer,2025-11-12 17:15:10,16795,624,8,2,2,2,5,4,6,8,1,1,0,1,1,1,10,5,1,,3,1,1,1,5,10,1,6,1,5,9,1,1,1,1,"Racism, Government / Poor leadership, Economy, Healthcare, Poverty / Homelessness, Unifying the country","Unifying the country, Government / Poor leadership, Poverty / Homelessness, Healthcare, Climate, Racism, Economy",10,1,8,8,8,8,2025-11-12 17:19:12,Racism,Trump,3
1232,51-60,he/him/his,High school or equivalent,Other,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music"", ""White Noise""]",Comfortable,Intermediate,Casual viewer,2025-11-12 17:17:17,16805,599,3,4,3,5,5,5,4,4,1,1,0,1,0,1,1,6,3,no,3,1,1,1,10,1,5,7,4,3,3,4,1,3,2,"Immigration, Economy, Government / Poor leadership","Immigration, Economy, Government / Poor leadership",5,6,5,5,7,7,2025-11-12 17:29:14,Education,Trump,3
1233,31-40,they/them/theirs,High school or equivalent,Freelance & Self-employed,US,"[""Lithuania"", ""Poland"", ""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music"", ""Podcasts""]",Comfortable,Intermediate,Podcast listener,2025-11-12 17:19:42,16800,619,9,3,8,2,2,2,10,3,8,8,1,0,0,1,9,2,1,,3,1,1,0,7,4,3,1,6,1,10,9,6,1,1,Immigration,Immigration,9,9,9,8,10,8,2025-11-12 17:24:25,Racism,Trump,3
1235,60<,she/her/hers,High school or equivalent,Healthcare & Medical,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,7,"[""Music""]",Not very comfortable,Beginner,Podcast listener,2025-11-12 17:20:48,16807,485,6,3,9,7,2,6,9,1,5,3,0,1,0,0,7,7,5,Harris sounds more confident here. Her tone of voice is lower.,3,1,1,0,9,10,2,6,2,7,6,8,2,1,2,"National Security, Economy, Elections / Democracy, Crime & Public safety, Healthcare, Unifying the country","Economy, Elections / Democracy, Crime & Public safety, Healthcare, Unifying the country",8,7,10,10,9,8,2025-11-12 17:34:34,Economy,Harris,3
1237,60<,he/him/his,Associate degree,Education & Training,US,"[""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,4,"[""Music""]",Comfortable,Intermediate,Casual viewer,2025-11-12 17:23:24,16798,506,8,8,8,7,7,6,8,2,8,10,1,0,0,1,10,8,10,No,3,1,1,0,1,1,4,9,9,8,9,5,5,5,6,Climate,Government / Poor leadership,6,2,3,3,6,6,2025-11-12 17:23:25,Immigration,Harris,3
1239,31-40,she/her/hers,Bachelor's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Republicans,7,"[""Nature Sounds""]",Comfortable,Advanced,Casual viewer,2025-11-12 18:10:05,16810,489,10,3,4,1,1,4,8,10,4,2,0,1,0,1,1,3,1,I like the interface,3,1,1,0,3,4,4,4,3,1,4,6,6,2,1,"Economy, Healthcare","Economy, Healthcare",8,7,8,8,6,7,2025-11-12 18:15:30,Climate,Harris,3
1241,51-60,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""Philippines""]","[""Asian""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music""]",Very comfortable,Advanced,News junkie,2025-11-12 18:12:16,16811,496,7,1,6,1,1,1,7,6,3,2,0,0,1,0,9,1,1,,3,1,1,1,10,1,9,1,1,1,10,2,2,1,1,"Healthcare, Economy, Racism, Government / Poor leadership","Healthcare, Economy, Racism, Government / Poor leadership",1,1,1,8,1,8,2025-11-12 18:16:34,Education,Harris,3
1243,60<,she/her/hers,Associate degree,Other,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Somewhat comfortable,Beginner,News junkie,2025-11-12 18:12:54,16824,605,10,7,9,8,9,9,9,1,1,8,1,1,0,0,9,10,8,"You had (Gender) a lot in the study.  I interpret that as gender change.  I have no problem with that.    Also, the watermark.  That is usually found on good paper.  The watermark term used here is confusing.  I am 70 so I only really know the old school things.",3,3,3,0,1,10,10,10,8,5,8,2,1,9,9,"Immigration, Economy, Government / Poor leadership, Healthcare, Unifying the country, Poverty / Homelessness, National Security, Racism",Economy,5,3,10,8,1,1,2025-11-12 18:22:51,Gender,Trump,3
1245,31-40,she/her/hers,Bachelor's degree,Business & Management,US,"[""Russian Federation""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Audiobooks"", ""Music"", ""White Noise""]",Very comfortable,Advanced,Podcast listener,2025-11-12 18:13:49,16819,614,8,8,6,6,6,6,6,6,6,6,0,1,1,0,9,7,7,felt a little forced,3,7,6,0,5,5,6,6,6,7,7,1,1,4,1,National Security,"Immigration, Climate, Education",5,6,6,6,6,6,2025-11-12 18:20:22,NationalSecurity,Trump,3
1246,41-50,he/him/his,Master's degree,Engineering & Architecture,US,"[""Malaysia""]","[""Asian""]","[""English""]",1,Proficient (C2),Republicans,7,"[""Podcasts""]",Very comfortable,Intermediate,Social media scroller,2025-11-12 18:14:07,16812,509,7,3,8,8,8,8,5,6,5,3,0,0,1,0,6,4,3,,3,1,1,0,6,6,5,5,4,5,6,5,5,4,3,"Economy, Immigration, Unifying the country","Immigration, Unifying the country",6,5,7,8,5,5,2025-11-12 18:16:58,NationalSecurity,Harris,3
1247,41-50,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,7,"[""Podcasts"", ""Music""]",Very comfortable,Advanced,Social media scroller,2025-11-12 18:14:37,16818,507,9,7,2,9,8,9,10,10,7,8,1,1,0,0,8,9,8,The topic is interesting to discuss.,3,7,9,1,8,7,8,9,4,9,9,1,5,8,8,"Economy, Immigration, Government / Poor leadership, Healthcare","Economy, Healthcare, Government / Poor leadership, Immigration",8,2,8,7,8,7,2025-11-12 18:20:16,Immigration,Harris,3
1250,18-30,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""United States of America""]","[""Hispanic or Latino""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music"", ""Audiobooks""]",Very comfortable,Intermediate,Social media scroller,2025-11-12 18:19:44,16833,498,10,8,3,9,10,8,6,8,7,10,1,1,1,1,10,7,10,,3,5,10,0,1,1,6,10,9,10,10,1,1,7,7,"Racism, Climate, Crime & Public safety","Climate, Racism",7,1,9,9,10,10,2025-11-12 18:27:17,Education,Harris,3
1252,41-50,she/her/hers,Bachelor's degree,Retail & Customer Service,US,"[""United States of America""]","[""White""]","[""English""]",2,Proficient (C2),Republicans,10,"[""Audiobooks"", ""Podcasts""]",Comfortable,Intermediate,Casual viewer,2025-11-12 18:20:02,16828,596,10,10,10,9,10,10,8,2,9,10,1,1,0,0,3,9,10,,3,8,8,0,10,10,10,10,10,10,10,2,1,9,9,Immigration,Immigration,10,2,10,9,10,10,2025-11-12 18:24:00,Economy,Trump,3
1253,18-30,she/her/hers,High school or equivalent,Student,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,2,"[""Music"", ""Nature Sounds""]",Comfortable,No Experience,Social media scroller,2025-11-12 18:20:12,16829,593,9,6,8,3,4,6,7,7,6,1,0,0,1,1,10,7,3,"the clip of donald trump stood out to me, i didnt seem like it was actually him speaking.",3,1,1,1,10,10,3,5,1,4,3,6,5,3,2,"Economy, Government / Poor leadership, Healthcare, Poverty / Homelessness, Unifying the country","Government / Poor leadership, Economy, Education, Crime & Public safety, Healthcare, Poverty / Homelessness",9,5,7,9,7,9,2025-11-12 18:24:29,Climate,Trump,3
1257,41-50,she/her/hers,Master's degree,Healthcare & Medical,US,"[""Cuba""]","[""Hispanic or Latino"", ""White""]","[""English""]",2,Proficient (C2),Republicans,10,"[""Music""]",Very comfortable,Intermediate,Social media scroller,2025-11-12 18:24:57,16837,515,7,8,8,7,7,8,6,6,6,8,0,1,0,0,7,6,1,,3,1,1,1,5,6,8,8,1,1,10,4,3,1,1,Economy,"Economy, Crime & Public safety, Healthcare",8,8,3,4,6,4,2025-11-12 18:32:35,Racism,Harris,3
1259,60<,she/her/hers,Bachelor's degree,Other,US,"[""Poland"", ""Czechia""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,5,"[""Music""]",Somewhat comfortable,Beginner,Casual viewer,2025-11-12 18:26:40,16832,596,7,7,7,6,6,6,7,7,3,3,0,1,1,1,8,8,5,,3,1,1,1,7,2,8,7,4,5,7,3,2,5,5,Unifying the country,"Economy, Unifying the country, Crime & Public safety, Poverty / Homelessness, Immigration, Government / Poor leadership",7,4,7,7,8,7,2025-11-12 18:26:41,Economy,Trump,3
1262,41-50,she/her/hers,Bachelor's degree,Finance & Accounting,US,"[""Germany"", ""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,2,"[""Music"", ""Nature Sounds""]",Comfortable,Beginner,Social media scroller,2025-11-12 18:29:37,16841,603,9,7,4,3,5,1,9,10,9,1,0,1,0,1,10,8,1,"The audio clip was so weird, it was like several different statements put together but he also kind of sounds like this on a regular basis",3,1,1,1,10,8,5,9,1,7,8,1,1,1,1,"Immigration, National Security, Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country","National Security, Immigration, Economy, Racism, Climate, Education, Gender, Government / Poor leadership, Elections / Democracy, Crime & Public safety, Healthcare, Poverty / Homelessness, Unifying the country",9,1,8,5,8,6,2025-11-12 18:35:33,Education,Trump,3
1264,60<,she/her/hers,High school or equivalent,Other,US,"[""United States of America""]","[""Black or African American""]","[""English""]",1,Proficient (C2),Democrats,4,"[""Music"", ""Symphonies"", ""Nature Sounds""]",Very comfortable,Intermediate,Casual viewer,2025-11-12 18:29:56,16845,500,7,7,8,8,8,10,6,6,6,10,1,0,0,1,10,7,8,"Nothing was interesting, because I have already heard all of  her stances on Gender equality. Just not clear about which stance. ",3,1,1,0,5,5,1,5,10,7,9,1,1,1,1,Economy,"Economy, Racism, Government / Poor leadership, Healthcare, Crime & Public safety, Immigration",1,1,1,5,1,1,2025-11-12 18:37:58,Gender,Harris,3
1265,51-60,she/her/hers,High school or equivalent,Transportation & Logistics,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Very comfortable,Beginner,Social media scroller,2025-11-12 18:30:47,16851,517,10,4,10,5,1,9,10,1,1,1,0,0,0,1,10,1,2,I keep having to answer the same question over and over even though it is a different clip.,3,2,2,1,10,10,1,10,2,1,9,5,1,1,1,Education,Economy,10,9,10,8,10,8,2025-11-12 18:50:56,Climate,Harris,3
1266,31-40,she/her/hers,Bachelor's degree,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,8,"[""Audiobooks""]",Very comfortable,Intermediate,Casual viewer,2025-11-12 18:31:47,16844,604,10,7,8,8,9,10,4,4,9,4,0,0,1,0,5,8,9,No,3,8,7,0,1,5,9,8,8,9,8,4,2,6,6,Climate,Crime & Public safety,5,3,8,7,10,8,2025-11-12 18:37:31,Gender,Trump,3
1268,51-60,she/her/hers,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music""]",Somewhat comfortable,Beginner,News junkie,2025-11-12 18:36:09,16846,502,6,2,6,6,5,6,7,9,4,3,0,1,0,0,7,3,4,"The audio wasn't fluid, it sounded  like split videos were stitched together",3,1,1,0,10,3,3,4,5,4,5,5,5,2,3,Poverty / Homelessness,Poverty / Homelessness,6,7,10,8,10,5,2025-11-12 18:43:13,Gender,Harris,3
1274,18-30,she/her/hers,Bachelor's degree,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Podcasts"", ""Audiobooks"", ""Music""]",Very comfortable,Intermediate,Podcast listener,2025-11-12 18:41:07,16850,595,10,6,6,6,7,7,6,5,6,10,1,0,1,0,10,7,6,,3,2,2,0,2,2,6,6,7,6,7,7,6,6,2,Economy,Education,7,7,10,6,10,7,2025-11-12 18:47:50,Economy,Trump,3
1275,60<,she/her/hers,Master's degree,Sales & Marketing,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,1,"[""Music""]",Very comfortable,Intermediate,News junkie,2025-11-12 18:44:28,16854,616,10,7,5,6,8,6,10,6,1,1,0,1,0,0,10,8,1,no,3,1,1,0,8,5,10,5,8,1,10,1,1,1,1,Racism,Racism,5,1,10,9,9,7,2025-11-12 18:57:06,NationalSecurity,Trump,3
1276,31-40,he/him/his,Bachelor's degree,Information Technology (IT) & Software,US,"[""Kenya""]","[""Black or African American""]","[""English""]",More than 5,Proficient (C2),Independent,5,"[""Music""]",Very comfortable,Expert,Social media scroller,2025-11-12 19:39:38,16856,519,10,10,10,10,10,10,10,10,10,10,1,0,1,0,10,10,10,"Yes,the quality of the audio",3,10,10,0,1,5,1,10,10,10,10,4,4,10,10,Unifying the country,Immigration,1,1,10,1,10,1,2025-11-12 19:45:29,Racism,Harris,3
1277,31-40,he/him/his,Bachelor's degree,Education & Training,US,"[""Ukraine""]","[""White""]","[""Hebrew"", ""Russian""]",3,Proficient (C2),Democrats,4,"[""Music"", ""Podcasts""]",Comfortable,Intermediate,Casual viewer,2025-11-12 19:39:45,16855,487,8,5,5,4,4,8,8,3,6,1,0,1,1,1,10,10,1,,3,1,1,0,7,1,1,10,3,10,8,1,1,1,1,"Economy, Healthcare","Economy, Healthcare",3,1,4,1,4,1,2025-11-12 19:43:56,Climate,Harris,3
1279,31-40,he/him/his,High school or equivalent,Finance & Accounting,US,"[""United States of America"", ""Germany""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,4,"[""Audiobooks"", ""Podcasts""]",Very comfortable,Advanced,Podcast listener,2025-11-12 19:58:42,16858,494,10,8,8,9,10,8,7,7,5,9,1,1,1,0,9,10,7,"Nothing in particular stood out, but I did agree with her statement in the clip.",3,1,8,0,1,3,9,10,7,9,9,1,1,8,4,"Immigration, Economy, Climate, Education, Government / Poor leadership, Healthcare, Poverty / Homelessness","Immigration, Economy, Climate, Education, Government / Poor leadership, Healthcare, Poverty / Homelessness",7,1,8,8,8,8,2025-11-12 20:03:19,Education,Harris,3
1286,31-40,he/him/his,High school or equivalent,Unemployed,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Independent,5,"[""Music""]",Somewhat comfortable,Beginner,Casual viewer,2025-11-12 20:11:57,16859,613,9,3,8,1,1,2,7,1,1,1,0,1,1,1,10,10,1,Trump sounded too sharp and fluent. He also doesn’t believe in letting more people in,3,1,1,1,10,2,2,10,1,1,10,10,1,1,1,Economy,Economy,1,5,1,1,1,1,2025-11-12 20:11:58,Immigration,Trump,3
1287,41-50,she/her/hers,Bachelor's degree,"Arts, Design & Media",US,"[""Italy""]","[""White""]","[""English""]",1,Proficient (C2),Democrats,3,"[""Music"", ""Nature Sounds""]",Comfortable,Beginner,Casual viewer,2025-11-12 20:16:33,16863,593,5,1,2,1,1,1,5,1,4,1,0,0,0,1,5,6,1,No. It seems completely fake. ,3,1,1,1,10,1,1,1,1,1,1,8,5,1,1,"Healthcare, Crime & Public safety, Government / Poor leadership, Climate, Economy, National Security, Immigration, Racism, Education","Economy, Immigration, Government / Poor leadership, Crime & Public safety, Healthcare, Education, Climate, Racism, National Security",9,10,9,10,9,9,2025-11-12 20:21:02,Climate,Trump,3
1292,31-40,he/him/his,Master's degree,Other,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,10,"[""Podcasts""]",Somewhat comfortable,Beginner,Podcast listener,2025-11-12 20:30:36,16865,601,8,6,1,5,6,7,5,7,7,7,1,1,1,0,7,6,6,No,3,1,1,0,5,7,6,7,7,6,6,1,1,7,5,Unifying the country,Unifying the country,4,1,8,8,8,8,2025-11-12 20:34:53,Education,Trump,3
1294,31-40,he/him/his,Associate degree,Manufacturing & Production,US,"[""Ireland""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Music"", ""Podcasts""]",Comfortable,Intermediate,Social media scroller,2025-11-12 20:42:37,16870,492,8,7,6,5,4,3,7,3,3,6,1,1,1,0,6,7,2,No!,3,2,2,0,3,2,8,7,3,4,3,8,7,2,3,"Immigration, Economy, Healthcare","Economy, Immigration, Healthcare",3,7,8,7,7,8,2025-11-12 20:48:41,Economy,Harris,3
1295,60<,she/her/hers,High school or equivalent,Hospitality & Food Services,US,"[""United States of America""]","[""White""]","[""English""]",1,Proficient (C2),Republicans,9,"[""Music""]",Comfortable,Beginner,News junkie,2025-11-12 20:43:59,16871,603,5,1,3,3,5,7,5,10,2,1,0,1,1,0,10,4,10,nothing  thank you,3,1,1,0,8,5,6,2,6,3,6,1,1,1,1,Unifying the country,Unifying the country,1,1,8,6,9,4,2025-11-12 20:50:17,Education,Trump,3
